book_id,title,title_without_series,isbn,isbn13,openlibrary_title,openlibrary_authors,openlibrary_isbn10,openlibrary_isbn13,google_title,google_authors,google_isbn10,google_isbn13,title_similarity_openlibrary,title_similarity_google,title_similarity_between_apis,isbn13_match_openlibrary,isbn13_match_google,same_isbn13_between_apis,match_score,match_status
23267216,"Songbird  (Zeta Cartel, #2)","Songbird  (Zeta Cartel, #2)",,,Stolen Songbird,Danielle L. Jensen|Steve Stone,1522691669,9781522691662,,,,,0.4324,0.0,0.0,False,False,False,-17,REJEITAR
9418327,Bossypants,Bossypants,,,Bossypants (Enhanced Edition),Tina Fey,1405512229,9780316198035,,,,,0.5405,0.0,0.0,False,False,False,-17,REJEITAR
16071020,"Scarlet (The Lunar Chronicles, #2)","Scarlet (The Lunar Chronicles, #2)",,,Letra Escarlata,Nathaniel Hawthorne,1542576725,9781548180904,,,,,0.3111,0.0,0.0,False,False,False,-25,REJEITAR
16099246,"The Soul Mate (The Holy Trinity, #1)","The Soul Mate (The Holy Trinity, #1)",,,The Ascended Masters on soul mates and twin flames,Mark L. Prophet|Elizabeth Clare Prophet,0916766853,9780916766856,,,,,0.439,0.0,0.0,False,False,False,-25,REJEITAR
20705711,Deliver Us: Three Decades of Murder and Redemption in the Infamous I-45/Texas Killing Fields,Deliver Us: Three Decades of Murder and Redemption in the Infamous I-45/Texas Killing Fields,0062300504,9780062300508,Verlos ons van het kwaad,David Baldacci,1538737817,9789400502468,,,,,0.2783,0.0,0.0,False,False,False,-17,REJEITAR
14740811,"Feed (Newsflesh Trilogy, #1)","Feed (Newsflesh Trilogy, #1)",,,Feed,M. T. Anderson,0763662623,9780763662622,,,,,0.2857,0.0,0.0,False,False,False,-17,REJEITAR
571920,"Templars: The Dramatic History of the Knights Templar, the Most Powerful Military Order of the Crusades","Templars: The Dramatic History of the Knights Templar, the Most Powerful Military Order of the Crusades",030681496X,9780306814969,The Templars,Piers Paul Read,0306810719,9780306810718,,,,,0.1416,0.0,0.0,False,False,False,-25,REJEITAR
10791848,The White Devil,The White Devil,,,Beautiful White Devil,Guy Boothby,1081000759,9798742624585,,,,,0.7222,0.0,0.0,False,False,False,-25,REJEITAR
22602324,The Lake House,The Lake House,,,Lake House,James Patterson,0756962854,9780755339716,,,,,0.8333,0.0,0.0,False,False,False,5,BAIXO
25481955,In the Labyrinth of Drakes (The Memoirs of Lady Trent #4),In the Labyrinth of Drakes (The Memoirs of Lady Trent #4),,,In the labyrinth of Drakes,Marie Brennan,0765377632,9780765377630,,,,,0.65,0.0,0.0,False,False,False,-17,REJEITAR
20445105,"Holding onto Hope: The Complete Hope Trilogy (Hope Trilogy, #1-3)","Holding onto Hope: The Complete Hope Trilogy (Hope Trilogy, #1-3)",,,Holding onto Hope,Jody Kaye,1963444035,9781963444032,,,,,0.4416,0.0,0.0,False,False,False,-25,REJEITAR
11707788,"Kristian siviilipalvelusmiehenä (Kristian, #3)","Kristian siviilipalvelusmiehenä (Kristian, #3)",,9789525474206,Kristian siviilipalvelusmiehenä,Juha Vuorinen,9525474186,9789525474183,,,,,0.8493,0.0,0.0,False,False,False,13,BAIXO
14288228,"Measure of Devotion (Measure of Devotion, #1)","Measure of Devotion (Measure of Devotion, #1)",,,Full Measure of Devotion,Dana Gatlin,1021063681,9781021063687,,,,,0.6462,0.0,0.0,False,False,False,-25,REJEITAR
20360010,"Make It a Double (Last Call, #2)","Make It a Double (Last Call, #2)",,,Make It A Double,Sawyer Bennett,1940883148,9781940883144,,,,,0.7273,0.0,0.0,False,False,False,-17,REJEITAR
1073862,"Sound Ideas: Music, Machines, and Experience","Sound Ideas: Music, Machines, and Experience",081664537X,9780816645374,Sound ideas,Aden Evens,0816645361,,,,,,0.4231,0.0,0.0,False,False,False,-17,REJEITAR
17408326,Finding Bliss,Finding Bliss,,,Find Your Bliss,J. P. Hansen,1632659808,9781632659804,,,,,0.7143,0.0,0.0,False,False,False,-17,REJEITAR
31210533,Waiting for Wyatt,Waiting for Wyatt,,,Waiting for Wyatt : (Original Cover),S. D. Hendrickson,1545149585,9781545149584,,,,,0.6939,0.0,0.0,False,False,False,-17,REJEITAR
18895266,My Name Used to Be Muhammad: The True Story of a Muslim Who Became a Christian,My Name Used to Be Muhammad: The True Story of a Muslim Who Became a Christian,,,My Name Used to Be Muhammad,Tito Momen,160907968X,9781629730080,,,,,0.5192,0.0,0.0,False,False,False,-25,REJEITAR
13223520,"Existence (Existence Trilogy, #1)","Existence (Existence Trilogy, #1)",,,Laziness Does Not Exist,Devon Price,1982140119,9781982140137,,,,,0.3462,0.0,0.0,False,False,False,-25,REJEITAR
489612,"The Singer of All Songs (The Chanters of Tremaris, #1)","The Singer of All Songs (The Chanters of Tremaris, #1)",0439554799,9780439554794,The singer of all songs,Kate Constable,0439554780,,,,,,0.6301,0.0,0.0,False,False,False,-17,REJEITAR
8539109,"Last Dragon Standing (Dragon Kin, #4)","Last Dragon Standing (Dragon Kin, #4)",,,Last Dragon Standing,G. A. Aiken,1420108883,9781420108880,,,,,0.7547,0.0,0.0,False,False,False,13,BAIXO
34234466,"Dirty Filthy Rich Boys (Dirty Duet, #0.5)","Dirty Filthy Rich Boys (Dirty Duet, #0.5)",,,Dirty Filthy Rich Boys,Laurelin Paige,1544838514,9781544838519,,,,,0.7458,0.0,0.0,False,False,False,-17,REJEITAR
5948909,The Proper Care and Feeding of Husbands,The Proper Care and Feeding of Husbands,,,Cómo cuidar y tener contento al esposo,Laura Schlessinger,006077312X,9780060773120,,,,,0.3377,0.0,0.0,False,False,False,-25,REJEITAR
18721816,Le Petit Prince,Le Petit Prince,,,Der kleine Prinz,Antoine de Saint-Exupéry,3596520428,9783596520428,,,,,0.5161,0.0,0.0,False,False,False,-25,REJEITAR
16081961,الأسود يليق بك,الأسود يليق بك,,9789953267195,الأسود يليق بك,,,,Cinderella,,9953267197,9789953267197,1.0,0.0,0.0,False,False,False,46,REJEITAR
15716500,"My Kind of Trouble (Texas Trouble, #1)","My Kind of Trouble (Texas Trouble, #1)",,,My Kind of Trouble,Becky McGraw,1480144258,9781480144255,,,,,0.6923,0.0,0.0,False,False,False,-17,REJEITAR
15784909,"This Girl (Slammed, #3)","This Girl (Slammed, #3)",,,This Girl,Colleen Hoover,3423716401,9781471130533,,,,,0.6429,0.0,0.0,False,False,False,-17,REJEITAR
16118078,"Anything like Me (B&S, #3)","Anything like Me (B&S, #3)",,,Anything Like Me,Kimberly Knight,1491095555,9781723782527,,,,,0.8421,0.0,0.0,False,False,False,5,BAIXO
24664114,First Comes Love (Chronicles of Moxie #2),First Comes Love (Chronicles of Moxie #2),,,First Comes Love,Emily Giffin,0385680457,9780385680455,,,,,0.5926,0.0,0.0,False,False,False,-25,REJEITAR
25878733,"Tammy Meets Ali Baba and the Forty Thieves (The Wurtherington Diary, #3)","Tammy Meets Ali Baba and the Forty Thieves (The Wurtherington Diary, #3)",1493689746,9781493689743,Tammy Meets Ali Baba and the Forty Thieves,Reynold Jay|Tenda Spencer|Duy Truong|Nour Hassan,1514799677,9781514812297,,,,,0.7636,0.0,0.0,False,False,False,13,BAIXO
13557553,"The Teacher's Billionaire (The Sherbrookes of Newport, #1)","The Teacher's Billionaire (The Sherbrookes of Newport, #1)",,,The Teacher's Billionaire,Christina Tetreault,1540524280,9781540524287,,,,,0.6329,0.0,0.0,False,False,False,-25,REJEITAR
22175260,Rules of Survival,Rules of Survival,,,The Rules of Survival,Nancy Werlin,0142410713,9780142410714,,,,,0.8947,0.0,0.0,False,False,False,14,BAIXO
29767310,DC Universe: Rebirth,DC Universe: Rebirth,,,DC Universe,Geoff Johns,1401270727,9781401270728,,,,,0.7333,0.0,0.0,False,False,False,-17,REJEITAR
13417448,"Shane and Trey (Enemies to Lovers, #1)","Shane and Trey (Enemies to Lovers, #1)",,,Shane and Trey,Anyta Sunday,149352352X,9781493523528,,,,,0.5833,0.0,0.0,False,False,False,-17,REJEITAR
15777576,"Son (The Giver, #4)","Son (The Giver, #4)",,,The Son of Neptune,Rick Riordan,0141335718,9780141335711,,,,,0.3636,0.0,0.0,False,False,False,-17,REJEITAR
31831908,"Rough and Ruthless (Notorious Devils MC, #4)","Rough and Ruthless (Notorious Devils MC, #4)",,,Rough and Ruthless,Hayley Faiman,1541016661,9781541016668,,,,,0.6207,0.0,0.0,False,False,False,-17,REJEITAR
16114862,"Unattainable (Undeniable, #3)","Unattainable (Undeniable, #3)",,9781301985296,Unattainable earth,Czesław Miłosz,0880011025,9780880011020,,,,,0.6977,0.0,0.0,False,False,False,-25,REJEITAR
27169611,"Breaking Her (Love is War, #2)","Breaking Her (Love is War, #2)",,,Breaking Her No-Dating Rule,Amalie Berlin,0263254879,9780263259315,,,,,0.566,0.0,0.0,False,False,False,-17,REJEITAR
20452787,"Perfect for You (Laurel Heights, #1)","Perfect for You (Laurel Heights, #1)",,,Perfect for You,Sylvia Lett,0758219792,9781306677936,,,,,0.6383,0.0,0.0,False,False,False,-25,REJEITAR
6186357,"The Maze Runner (Maze Runner, #1)","The Maze Runner (Maze Runner, #1)",0385737947,9780385737944,The Maze Runner,James Dashner,9780385737944,,,,,,0.6818,0.0,0.0,False,False,False,-17,REJEITAR
13551007,"The Darkest Seduction (Lords of the Underworld, #9)","The Darkest Seduction (Lords of the Underworld, #9)",,,The Darkest Seduction,Gena Showalter,0373776578,9780373776573,,,,,0.6176,0.0,0.0,False,False,False,-17,REJEITAR
16279856,"The Eye of Minds (The Mortality Doctrine, #1)","The Eye of Minds (The Mortality Doctrine, #1)",0385741391,9780385741392,The Eye of Minds,James Dashner,9780385741392,,,,,,0.5614,0.0,0.0,False,False,False,-17,REJEITAR
13454149,"Barely Breathing (Breathing, #2)","Barely Breathing (Breathing, #2)",1452440026,9781452440026,Barely breathing,"Donovan, Rebecca (Novelist)",1477817174,9781477817179,,,,,0.7273,0.0,0.0,False,False,False,-17,REJEITAR
124762,Chicken Soup for the Teacher's Soul: Stories to Open the Hearts and Rekindle the Spirits of Educators (Chicken Soup for the Soul,Chicken Soup for the Teacher's Soul: Stories to Open the Hearts and Rekindle the Spirits of Educators (Chicken Soup for the Soul,1558749780,9781558749788,Chicken soup for the teacher's soul,"Canfield, Jack, 1944-",1558749799,,,,,,0.4348,0.0,0.0,False,False,False,-25,REJEITAR
13624367,"Checkmate (Neighbor from Hell, #3)","Checkmate (Neighbor from Hell, #3)",,,"Checkmate, My Lord",Tracey Devlyn,1402258267,9781402258251,,,,,0.5106,0.0,0.0,False,False,False,-17,REJEITAR
555058,The Night Watch,The Night Watch,1419375350,9781419375354,Noční hlídka,Sergeĭ Lukʹi͡anenko,8072546716,9788072546718,,,,,0.2963,0.0,0.0,False,False,False,-17,REJEITAR
22445831,Horton Hatches the Egg,Horton Hatches the Egg,,,This incredible world,"[creative director, Eleanor Ehrhardt, associate, Sue Tarsky ; photos., Frederick C. Bruns ... et al.].",0394829565,9780394829562,,,,,0.1395,0.0,0.0,False,False,False,-25,REJEITAR
25126217,Sprocket and the Great Northern Forest (Sprocket Sagas #1),Sprocket and the Great Northern Forest (Sprocket Sagas #1),,,Sprocket and the Great Northern Forest,Bryan Pentelow,1507636415,9781507636411,,,,,0.8172,0.0,0.0,False,False,False,13,BAIXO
22059839,"Proving Paul's Promise (The Reed Brothers, #5)","Proving Paul's Promise (The Reed Brothers, #5)",,,Proving Paul's Promise,Tammy Falkner,1500218928,9781500218928,,,,,0.6875,0.0,0.0,False,False,False,-17,REJEITAR
13034683,"This Same Earth (Elemental Mysteries, #2)","This Same Earth (Elemental Mysteries, #2)",,2940013479173,This Same Earth,Elizabeth Hunter,1959590081,9781959590033,,,,,0.5769,0.0,0.0,False,False,False,-25,REJEITAR
17969353,"Torn (Torn, #1)","Torn (Torn, #1)",,,Torn,Carian Cole|Noelle Bridges|Mason Lloyd,1515964361,9781515964360,,,,,0.5333,0.0,0.0,False,False,False,-17,REJEITAR
18812951,Before A Perfect World (Movie #2),Before A Perfect World (Movie #2),,,Before a Perfect World,Kimberly Adams,1515146782,9798670621847,,,,,0.8462,0.0,0.0,False,False,False,13,BAIXO
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",,,A Todos os Rapazes que Amei Vol. I,Jenny Han,9898800003,9789898800008,,,,,0.2353,0.0,0.0,False,False,False,-17,REJEITAR
8390634,"Fatal Affair (Fatal, #1)","Fatal Affair (Fatal, #1)",,,Fatal affair,Velda Johnston,0816142882,9780816142880,,,,,0.75,0.0,0.0,False,False,False,5,BAIXO
6801882,"Bride of the Water God, Volume 5","Bride of the Water God, Volume 5",1595824456,9781595824455,Bride of the Water God,Mi-Kyung Yun,,9781593078492,,,,,0.8302,0.0,0.0,False,False,False,13,BAIXO
20706767,"Darling Beast (Maiden Lane, #7)","Darling Beast (Maiden Lane, #7)",,,Darling Beast,Elizabeth Hoyt,0349406499,9780349406497,,,,,0.65,0.0,0.0,False,False,False,-17,REJEITAR
3239487,Yummy: The Last Days of a Southside Shorty,Yummy: The Last Days of a Southside Shorty,1584302674,9781584302674,Yummy,Greg Neri,,9781584302667,,,,,0.2174,0.0,0.0,False,False,False,-17,REJEITAR
16091218,"Days of Blood and Starlight (Daughter of Smoke and Bone, #2)","Days of Blood and Starlight (Daughter of Smoke and Bone, #2)",,,Days of Blood and Starlight,Laini Taylor|Khristine Hvam,1444722670,9781444722680,,,,,0.6506,0.0,0.0,False,False,False,-17,REJEITAR
30181874,Out of the Ashes (Out of #2),Out of the Ashes (Out of #2),,,Out of the ashes,William W. Johnstone,0821711377,9780821711378,,,,,0.7805,0.0,0.0,False,False,False,5,BAIXO
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)","The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",0385905165,9780385905169,The Necromancer,Michael Scott,,9780385735315,,,,,0.3947,0.0,0.0,False,False,False,-17,REJEITAR
15701647,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,,,Nick i Norah : playlista dla dwojga,Rachel Cohn|David Levithan,0375935312,9788380740150,,,,,0.6032,0.0,0.0,False,False,False,-25,REJEITAR
13490992,"Here (Here Trilogy, #1)","Here (Here Trilogy, #1)",,,Big Nate,Lincoln Peirce|Lincoln Peirce,0062086960,9780062086969,,,,,0.0741,0.0,0.0,False,False,False,-17,REJEITAR
28119766,The Billionaire Next Door (Billionaire Bad Boys #2),The Billionaire Next Door (Billionaire Bad Boys #2),1478964464,9781478964469,The Billionaire Next Door (Silhouette Special Edition - Larger Print),J. R. Ward,0373280920,9780373280926,,,,,0.6018,0.0,0.0,False,False,False,-25,REJEITAR
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,0143038257,9780143038252,Three cups of tea,Greg Mortenson|David Oliver Relin|Sarah Thomson|Natxo Morera de la Vall Antón,0670034827,9780670034826,,,,,0.3778,0.0,0.0,False,False,False,-17,REJEITAR
13613417,"Eve & Adam (Eve & Adam, #1)","Eve & Adam (Eve & Adam, #1)",,,The diary of Adam and Eve and other Adamic stories,Mark Twain,1843910055,9781843910053,,,,,0.4638,0.0,0.0,False,False,False,-25,REJEITAR
17830655,"Sweet Young Thang (Theta Alpha Gamma, #3)","Sweet Young Thang (Theta Alpha Gamma, #3)",1626490325,9781626490321,Sweet Young Thang,Anne Tenino,1626490333,9781626490338,,,,,0.6296,0.0,0.0,False,False,False,-17,REJEITAR
12970552,The Fault in Our Stars,The Fault in Our Stars,,,Vinovaty Zvezdy / The Fault in Our Stars,John Green,5170867123,9785170867127,,,,,0.7333,0.0,0.0,False,False,False,-25,REJEITAR
23355069,"Hero (Hero, #1)","Hero (Hero, #1)",,,Percy Jackson's Greek Heroes,Rick Riordan,1484776437,9781484776438,,,,,0.4103,0.0,0.0,False,False,False,-17,REJEITAR
16034396,"Taken by the Sheikh (Sheikhs of Al Sounam, #1)","Taken by the Sheikh (Sheikhs of Al Sounam, #1)",,,Taken by the Sheikh,Penny Jordan,0263194558,9780263194555,,,,,0.623,0.0,0.0,False,False,False,-25,REJEITAR
18875096,The Field Guide (The Spiderwick Chronicles #1),The Field Guide (The Spiderwick Chronicles #1),,,Norton Field Guide to Writing,Richard H. Bullock,0393926621,9780393543766,,,,,0.5278,0.0,0.0,False,False,False,-25,REJEITAR
24002318,"Sweet Ruin (Immortals After Dark, #16)","Sweet Ruin (Immortals After Dark, #16)",,,Sweet Ruin,Kresley Cole,147111368X,9781471113680,,,,,0.4545,0.0,0.0,False,False,False,-17,REJEITAR
13158320,"John Dies at the End (John Dies at the End, #1)","John Dies at the End (John Dies at the End, #1)",073229150X,9780732291501,John Dies at the End,David Wong,0312659148,9781609985103,,,,,0.6349,0.0,0.0,False,False,False,-17,REJEITAR
25065683,"The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It","The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It",0698401697,9780698401693,Estrés,Kelly McGonigal,6077359432,9786077359432,,,,,0.1519,0.0,0.0,False,False,False,-17,REJEITAR
30366738,Saint Death (Reagan Moon #2),Saint Death (Reagan Moon #2),,,Saint Death,Marcus Sedgwick,,,,,,,0.6111,0.0,0.0,False,False,False,-17,REJEITAR
34236777,"Chasing Kade (Thrill of the Chase, #1)","Chasing Kade (Thrill of the Chase, #1)",,,Chasing Kade,Anna Paige,1544082517,9781544082516,,,,,0.5217,0.0,0.0,False,False,False,-17,REJEITAR
26043860,The First Hostage: A J. B. Collins Novel,The First Hostage: A J. B. Collins Novel,,,The first hostage,Joel C. Rosenberg,149640615X,9781628998665,,,,,0.6296,0.0,0.0,False,False,False,-17,REJEITAR
28289013,The Wild Inside,The Wild Inside,,,Wild Inside,Christine Carbo,143285836X,9781476775463,,,,,0.8462,0.0,0.0,False,False,False,13,BAIXO
12368569,"On Caristo's Watch (Italian Knights, #2)","On Caristo's Watch (Italian Knights, #2)",,9781617880940,On Caristo's Watch,Billy London,1090539622,9781090539625,,,,,0.6667,0.0,0.0,False,False,False,-25,REJEITAR
25522939,Escorting the Billionaire (The Escort Collection Book 1),Escorting the Billionaire (The Escort Collection Book 1),,,Escorting the Billionaire,Leigh James,0692549277,9780692549278,,,,,0.6329,0.0,0.0,False,False,False,-25,REJEITAR
10427784,"Infinite Reality: Avatars, Eternal Life, New Worlds, and the Dawn of the Virtual Revolution","Infinite Reality: Avatars, Eternal Life, New Worlds, and the Dawn of the Virtual Revolution",006204169X,9780062041692,Infinite reality,Jim Blascovich,0061809500,9780061809507,,,,,0.3107,0.0,0.0,False,False,False,-17,REJEITAR
13573795,"Ceaseless (Existence Trilogy, #3)","Ceaseless (Existence Trilogy, #3)",,,The ceaseless wind,John A. Dutton,0486650960,9780486650968,,,,,0.5106,0.0,0.0,False,False,False,-25,REJEITAR
22449981,"Cowboy Take Me Away (Rough Riders, #16)","Cowboy Take Me Away (Rough Riders, #16)",,,Cowboy Take Me Away,Kathleen Eagle,0373655959,9780373655953,,,,,0.7037,0.0,0.0,False,False,False,-25,REJEITAR
20912368,"Playing the Game (Neighborly Affection, #1)","Playing the Game (Neighborly Affection, #1)",,,The Game of Life and How to Play It,Florence Scovel Shinn,0852073259,9780852073254,,,,,0.4324,0.0,0.0,False,False,False,-25,REJEITAR
17214221,"Torn (Torn, #1)","Torn (Torn, #1)",,,Torn,Carian Cole|Noelle Bridges|Mason Lloyd,1515964361,9781515964360,,,,,0.5333,0.0,0.0,False,False,False,-17,REJEITAR
32501,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #15)","Echo Park (Harry Bosch, #12; Harry Bosch Universe, #15)",0316734950,9780316734950,Echo Park,Michael Connelly,044661646,,,,,,0.3158,0.0,0.0,False,False,False,-17,REJEITAR
23358121,Rook,Rook,,,The Rook,Daniel O'Malley,1619693623,9781619693623,,,,,0.6667,0.0,0.0,False,False,False,-17,REJEITAR
25463568,Dochter,Dochter,,9789022573938,De ideale dochter,Amanda Prowse,9402601082,9789402601084,,,,,0.5833,0.0,0.0,False,False,False,-17,REJEITAR
17238220,"El guardián invisible (Trilogía del Baztán, #1)","El guardián invisible (Trilogía del Baztán, #1)",8423346048,9788423346042,Baztán I: El guardían invisible,Dolores Redondo,8423341984,9788423341986,,,,,0.5753,0.0,0.0,False,False,False,-17,REJEITAR
17877226,"Zoey Rogue (Incubatti, #1)","Zoey Rogue (Incubatti, #1)",,,Zoey Rogue (Incubatti Series) (Volume 1),Lizzy Ford,1623781876,9781623781873,,,,,0.7586,0.0,0.0,False,False,False,13,BAIXO
85431,"Friday Night Lights: A Town, a Team, and a Dream","Friday Night Lights: A Town, a Team, and a Dream",0306814250,9780306814259,Friday night lights,Buzz Bissinger,0306813742,9780306813740,,,,,0.5938,0.0,0.0,False,False,False,-17,REJEITAR
13560262,"Avoiding Responsibility (Avoiding, #2)","Avoiding Responsibility (Avoiding, #2)",1481060953,9781481060953,Avoiding Responsibility,Nathalie Karagiannis,1281750298,9781849642224,,,,,0.807,0.0,0.0,False,False,False,5,BAIXO
12287209,"Wool (Wool, #1)","Wool (Wool, #1)",,,Wool,Hugh Howey,0358447836,9780358447832,,,,,0.5333,0.0,0.0,False,False,False,-25,REJEITAR
19306316,"Witch Interrupted (Pack and Coven, #2)","Witch Interrupted (Pack and Coven, #2)",,,Witch Interrupted,Jody Wallace,0373002505,9781306208536,,,,,0.6667,0.0,0.0,False,False,False,-17,REJEITAR
20811063,I'll Find You,I'll Find You,,,Somewhere I'll Find You,Lisa Kleypas,0380781433,9780380781430,,,,,0.7222,0.0,0.0,False,False,False,-25,REJEITAR
17158054,"Wait for Me (Against All Odds, #1)","Wait for Me (Against All Odds, #1)",,,Wait for me,Caroline Leech,0062459880,9780062459886,,,,,0.5366,0.0,0.0,False,False,False,-25,REJEITAR
12745487,"Leather, Lace and Rock-n-Roll (SEALS, Inc., #1)","Leather, Lace and Rock-n-Roll (SEALS, Inc., #1)",,2940011514418,"Leather, Lace and Rock-n-Roll",Mia Dymond,1466119756,9781466119758,,,,,0.8235,0.0,0.0,False,False,False,5,BAIXO
18738996,"Exposed Affections (Cornerstone, #2)","Exposed Affections (Cornerstone, #2)",,,Exposed Affections,Rene Folsom,1493738704,9781493738700,,,,,0.72,0.0,0.0,False,False,False,-17,REJEITAR
26097165,"Furious Rush (Furious Rush, #1)","Furious Rush (Furious Rush, #1)",,,Furious rush,S. C. Stephens,145558889X,9781455588893,,,,,0.6154,0.0,0.0,False,False,False,-17,REJEITAR
13590032,"Reverence (Significance, #3.5)","Reverence (Significance, #3.5)",,,Bt-Reverence for Wood,Eric Sloane,0345296125,9780345296122,,,,,0.5106,0.0,0.0,False,False,False,-25,REJEITAR
32777063,An Era of Darkness: The British Empire in India,An Era of Darkness: The British Empire in India,,,An Era of Darkness,Shashi Tharoor,938306465X,9789383064656,,,,,0.5625,0.0,0.0,False,False,False,-25,REJEITAR
16119191,"No Way Back (Mia's Way, #1)","No Way Back (Mia's Way, #1)",,,No Way Back,Matthew Klein,0857898604,9780857898593,,,,,0.6471,0.0,0.0,False,False,False,-17,REJEITAR
13448656,"Motorcycle Man (Dream Man, #4)","Motorcycle Man (Dream Man, #4)",,9781476248950,Motorcycle Man,alexa riley,1455599247,9781455599240,,,,,0.7,0.0,0.0,False,False,False,-17,REJEITAR
17131032,"Road Trip to Redemption: A Disconnected Family, a Cross-Country Adventure, and an Amazing Journey of Healing and Grace","Road Trip to Redemption: A Disconnected Family, a Cross-Country Adventure, and an Amazing Journey of Healing and Grace",141436394X,9781414363943,Road trip to redemption,Brad Mathias,1414385994,9781414385990,,,,,0.3333,0.0,0.0,False,False,False,-17,REJEITAR
18655637,"Chase: Complete Series (Chase, #1-4)","Chase: Complete Series (Chase, #1-4)",,,Chase,Clive Cussler|FERNANDO; GARI PUIG,1597225460,9781429566483,,,,,0.2778,0.0,0.0,False,False,False,-25,REJEITAR
32970893,"A Tale of Two Dragons (Dragon Kin, #0.2)","A Tale of Two Dragons (Dragon Kin, #0.2)",,,A Tale of Two Dragons,G. A. Aiken|Hollie Jackson,151596227X,9781515962274,,,,,0.7368,0.0,0.0,False,False,False,-17,REJEITAR
17936233,The Reborn: The Book of Dain (The Reborn #1),The Reborn: The Book of Dain (The Reborn #1),1482748436,,Reborn,Casse NaRome|Monique James,,9781482748437,,,,,0.2609,0.0,0.0,False,False,False,-17,REJEITAR
27160542,"If Someone Says ""You Complete Me,"" RUN!: Whoopi's Big Book of Relationships","If Someone Says ""You Complete Me,"" RUN!: Whoopi's Big Book of Relationships",,,"If someone says ""You complete me,"" run!",Whoopi Goldberg,0316387789,9780316387781,,,,,0.6667,0.0,0.0,False,False,False,-25,REJEITAR
30235604,Bitten: Nova (Blood Courtesans; Nova #1),Bitten: Nova (Blood Courtesans; Nova #1),,,Bitten,Kelley Armstrong|Aasne Vigesaa,0452283485,9780452283480,,,,,0.2927,0.0,0.0,False,False,False,-25,REJEITAR
26008216,"Limits of Destiny (Limits of Destiny, #2)","Limits of Destiny (Limits of Destiny, #2)",,,Limits of Destiny,Sharlyn Branson,1530830184,9781530830183,,,,,0.6296,0.0,0.0,False,False,False,-17,REJEITAR
30646615,"Fire and Ice (Sticks & Hearts, #2)","Fire and Ice (Sticks & Hearts, #2)",,,Fire and Ice,Erin Hunter,8382030521,9780061543005,,,,,0.6,0.0,0.0,False,False,False,-25,REJEITAR
23646002,"Play Me Right (Play Me, #5)","Play Me Right (Play Me, #5)",,,Play Me Right,Tracy Wolff,0804177856,9780804177856,,,,,0.7222,0.0,0.0,False,False,False,-25,REJEITAR
28644556,"Accidentally Compromising the Duke (Wedded by Scandal, #1)","Accidentally Compromising the Duke (Wedded by Scandal, #1)",,,Accidentally Compromising the Duke,Stacy Reid,1690560746,9781690560746,,,,,0.7727,0.0,0.0,False,False,False,5,BAIXO
27275988,Three.: A Trio of Stories,Three.: A Trio of Stories,,,Kroniki Prydainu. Księga trzech,Lloyd Alexander,0614095638,9788363622336,,,,,0.2642,0.0,0.0,False,False,False,-25,REJEITAR
13496084,"Point of Retreat (Slammed, #2)","Point of Retreat (Slammed, #2)",,,Point of Retreat,Colleen Hoover,1470124327,9781470124328,,,,,0.7619,0.0,0.0,False,False,False,13,BAIXO
34847698,"Tease (Temptation, #4)","Tease (Temptation, #4)",,,Strip Tease,Carl Hiaasen,1568950497,9781408729267,,,,,0.3448,0.0,0.0,False,False,False,-25,REJEITAR
97862,"One Tuesday Morning (9/11, #1)","One Tuesday Morning (9/11, #1)",0310247527,0025986247522,One Tuesday Morning,Karen Kingsbury,0310261678,9780310295174,,,,,0.8444,0.0,0.0,False,False,False,5,BAIXO
22543498,Break the Sky,Break the Sky,0990532461,9780990532460,Let the Sky Fall Trilogy: Let the Sky Fall; Let the Storm Break; Let the Wind Rise,Shannon Messenger,1481486756,9781481486750,,,,,0.1957,0.0,0.0,False,False,False,-17,REJEITAR
17201110,"Safe with Me (With Me in Seattle, #5)","Safe with Me (With Me in Seattle, #5)",,,Safe with me,Kristen Proby,1633500195,9781633500198,,,,,0.5333,0.0,0.0,False,False,False,-17,REJEITAR
17200687,"Rule (Marked Men, #1)","Rule (Marked Men, #1)",,,12 Rules for Life,Jordan B. Peterson,0241351642,9780345816023,,,,,0.4118,0.0,0.0,False,False,False,-25,REJEITAR
32329826,"Der Traummacher (Nils Trojan, #6)","Der Traummacher (Nils Trojan, #6)",,,Der Traummacher,Max Bentow,3442205107,9783442205103,,,,,0.6818,0.0,0.0,False,False,False,-17,REJEITAR
28371400,Stuck: Why We Can't (or Won't) Move On,Stuck: Why We Can't (or Won't) Move On,,,Stuck,Oliver Jeffers,8899556148,9780007477951,,,,,0.25,0.0,0.0,False,False,False,-17,REJEITAR
